1,287.67220013,268.67199982,251.26179347,15.85123949
2,101.05599984,108.47319962,116.84118736,10.80931022
3,202.91887977,202.47900056,22.75804374,4.77053915
4,65.83866017,61.14720028,4.32998205,2.08086089
5,50.40678002,47.66620018,4.07488880,2.01863538
6,79.86147986,89.50959938,30.28440476,5.50312682
7,73.65072005,79.04199996,45.24014319,6.72607933
8,114.14500007,98.91339956,34.20695422,5.84867115
9,54.71111991,53.81840000,6.98144989,2.64224334
10,140.30240047,144.08800078,18.14309167,4.25947082
11,10.28856800,11.12972000,0.20718584,0.45517671
12,116.72464010,108.89560030,167.95181571,12.95962251
13,49.36851994,54.65939992,5.29916430,2.30199138
14,16.38438795,16.30183992,0.20320466,0.45078227
15,46.43144002,42.71320032,122.52282215,11.06900276
16,26.42951996,23.56960006,1.45715057,1.20712492
17,9.79029200,11.24656000,0.38073616,0.61703822
18,65.71544011,56.64919962,29.91678516,5.46962386
19,40.38135999,36.43980034,25.22317351,5.02226777
20,68.85459999,62.28360028,3.02015155,1.73785832
21,88.34319980,73.98199980,17.36183278,4.16675327
22,71.34347988,80.25760022,77.81619617,8.82134889
23,33.17966002,40.75360018,11.60936185,3.40725136
24,234.55719995,289.45999880,269.73854830,16.42371908
25,156.04459989,216.35999880,168.46177180,12.97928241
26,201.30319971,181.48399934,291.65944844,17.07803995
27,240.56439990,252.21399964,110.15261476,10.49536158
28,77.73983999,83.98440098,74.11922772,8.60925245
29,92.47656013,107.47500014,67.22258236,8.19893788
30,42.49395988,48.10960010,7.86919514,2.80520857
31,32.71412003,33.88259980,2.19931573,1.48300901
32,112.39480002,122.50520020,19.72223336,4.44097212
33,48.70370009,62.98319966,8.47595483,2.91134931
34,131.91735994,147.79399992,23.57583180,4.85549501
35,446.88240110,566.21599856,911.84056496,30.19669791
36,110.29648002,125.67899980,128.39078066,11.33096557
37,55.44583987,50.70683238,23.25945956,4.82280619
38,190.65559971,182.00820122,132.71195175,11.52006735
39,89.96075993,76.72599920,34.78629306,5.89799059
