3.264729594679372582e+01,5.000000000000000000e+00,1.500000000000000000e+02,2.877517212521217260e+01
2.284831821609548896e+01,7.000000000000000000e+00,5.000000000000000000e+01,1.034493008029851602e+01
1.725614139066838248e+01,5.000000000000000000e+00,5.000000000000000000e+01,1.219307545452345565e+01
7.304668282548581359e+00,5.000000000000000000e+00,1.000000000000000000e+02,5.918628024944684540e+00
4.919976178128369071e+00,5.000000000000000000e+00,1.500000000000000000e+02,4.403616272204999404e+00
1.094197481954138063e+01,7.000000000000000000e+00,5.000000000000000000e+01,8.848302139483434914e+00
8.296544906437356204e+00,5.000000000000000000e+00,5.000000000000000000e+01,6.974455216825280246e+00
2.802207280204539686e+01,7.000000000000000000e+00,5.000000000000000000e+01,2.111704853957045103e+01
8.079318451941304602e+00,5.000000000000000000e+00,5.000000000000000000e+01,6.442939183090369504e+00
1.105667429801722434e+01,3.000000000000000000e+00,5.000000000000000000e+01,1.169875987095497294e+01
1.806810970055108934e+00,5.000000000000000000e+00,1.500000000000000000e+02,1.522694987541923783e+00
2.597635274266550098e+01,5.000000000000000000e+00,5.000000000000000000e+01,1.637372193017922939e+01
8.485282716102902967e+00,3.000000000000000000e+00,1.500000000000000000e+02,6.888228885387426281e+00
1.881534326845548666e+00,3.000000000000000000e+00,5.000000000000000000e+01,1.663435360102913041e+00
7.823827423788848989e+00,5.000000000000000000e+00,1.000000000000000000e+02,6.971399028920565177e-01
5.817335574693632161e+00,7.000000000000000000e+00,1.000000000000000000e+02,3.102540376474347994e+00
3.672031404338223837e+00,7.000000000000000000e+00,5.000000000000000000e+01,1.211607218870790925e+00
8.109484354845330145e+00,3.000000000000000000e+00,5.000000000000000000e+01,5.054103625554139612e+00
5.435807008281599018e+00,5.000000000000000000e+00,1.000000000000000000e+02,3.388284656878876255e+00
7.584121361825833851e+00,7.000000000000000000e+00,5.000000000000000000e+01,7.231453447026766845e+00
1.255299415061253931e+01,7.000000000000000000e+00,5.000000000000000000e+01,6.806260676293107714e+00
2.186680943133138300e+01,7.000000000000000000e+00,5.000000000000000000e+01,1.212515063015704975e+01
1.173650571550846244e+01,5.000000000000000000e+00,5.000000000000000000e+01,4.780445933274193315e+00
4.145223895232344091e+01,5.000000000000000000e+00,1.500000000000000000e+02,2.396647486741366606e+01
3.315026879044973640e+01,5.000000000000000000e+00,5.000000000000000000e+01,1.971269296847397712e+01
4.061261593763572364e+01,5.000000000000000000e+00,5.000000000000000000e+01,2.054390918580066838e+01
2.873518328285883783e+01,5.000000000000000000e+00,5.000000000000000000e+01,2.130181327233659161e+01
1.262520271820123519e+01,7.000000000000000000e+00,1.000000000000000000e+02,1.005178974008376258e+01
1.586307331813095267e+01,7.000000000000000000e+00,1.500000000000000000e+02,1.097453074833019393e+01
5.573060378137857818e+00,5.000000000000000000e+00,1.500000000000000000e+02,4.521808428854646067e+00
3.792014571667912559e+00,5.000000000000000000e+00,5.000000000000000000e+01,3.681340002725876470e+00
1.329941263909402238e+01,3.000000000000000000e+00,5.000000000000000000e+01,1.254090441552254376e+01
9.063608674177730862e+00,5.000000000000000000e+00,5.000000000000000000e+01,5.419434070070081155e+00
1.627220259439260985e+01,3.000000000000000000e+00,5.000000000000000000e+01,1.559311914364940321e+01
1.068555182273734800e+02,3.000000000000000000e+00,5.000000000000000000e+01,1.013353961881540783e+02
1.148096639559839893e+01,5.000000000000000000e+00,5.000000000000000000e+01,1.039331110018433257e+01
6.408249078379857799e+00,5.000000000000000000e+00,5.000000000000000000e+01,5.887772653991043548e+00
2.703156816567229370e+01,3.000000000000000000e+00,5.000000000000000000e+01,2.367487935497315732e+01
1.899448476741166658e+01,7.000000000000000000e+00,1.000000000000000000e+02,1.195909233715269515e+01
