# True, Predicted
-6.586992946039581520e-01,4.478279679212460174e-01
-1.804121192192575940e-01,-6.380171151002969054e-01
5.651841329634907929e-01,9.184628386388453691e-01
6.929003383167566810e-01,1.773091999722822720e+00
-1.387668405587514087e-01,6.571742806808344994e-01
-1.343664604723846967e+00,-1.469223698181423288e+00
-1.829607481416676951e+00,-2.989294164532822151e+00
-9.045724833431315615e-01,-3.287735464946848651e+00
1.084030515865102018e+00,-1.623813990581737698e+00
2.932347804379027867e+00,1.932491430180647285e+00
3.468149321085554959e+00,2.914974398755873608e+00
2.436163250536306002e+00,2.195194788765036265e+00
6.633186087110481965e-01,7.369394224799634685e-01
-6.257766896918832700e-01,-7.227431090639697686e-01
-7.744207308909384357e-01,-3.797420108477069789e-01
-1.461570562487619074e-01,3.240046148885653565e-01
2.938198071618586260e-01,6.885445940175429769e-01
-1.072857891765271049e-01,-3.165513754027244886e-01
-1.070819615267522007e+00,-1.791515485550974063e+00
-1.602056525127879993e+00,-2.249465940869384895e+00
-8.728613378551202118e-01,-1.986544822492248841e+00
9.665807336083924728e-01,-6.227351593415164643e-02
2.744176502223949932e+00,3.059519066997239634e+00
3.068295071297340915e+00,3.404297256319921416e+00
1.366881009454335993e+00,2.330464415456873439e+00
-1.640837720973826963e+00,2.532727675637147513e-02
-4.398473669681933984e+00,-4.265631459919404733e+00
-5.537242522266184075e+00,-5.319887300891963378e+00
-4.707877692789189439e+00,-3.783364425573296330e+00
-2.654736462271264141e+00,-8.456100798127295093e-01
-5.740756363823287245e-01,1.265545087563339166e+00
6.922137061561988158e-01,3.069403710194904988e+00
1.046970177682569059e+00,3.257708345087962698e+00
9.433062623467928232e-01,3.722017867740248676e+00
9.007147339193461999e-01,2.729316389269513365e+00
1.165000341669836903e+00,2.278774954644973150e+00
1.703008746826601971e+00,2.967340669928859143e+00
2.380189552319329049e+00,3.251768251400847021e+00
3.053800703620508816e+00,2.533923669354862795e+00
3.500312430258725183e+00,1.399148586772838598e+00
3.352957774094695864e+00,3.641789004464612844e-01
2.262778064711208792e+00,-3.093776126052034670e-01
2.541443353018165152e-01,-7.459936663886139740e-01
-2.036853976215379891e+00,-2.011689336650846371e+00
-3.563459974192782820e+00,-2.829451739738175320e+00
-3.496897423279333950e+00,-2.902930783666874959e+00
-1.858489801027459087e+00,-2.204831458617121598e+00
3.732019491779747788e-01,-3.923109459470026650e-01
1.854763709599444921e+00,2.055466848560001836e+00
1.785350231734837090e+00,1.617213081161338550e+00
