Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,167.149994,167.699997,165.250000,167.149994,152.781830,587067
2018-01-03,167.600006,168.050003,166.050003,168.050003,153.604477,662050
2018-01-04,169.149994,171.699997,168.500000,170.250000,155.615356,806719
2018-01-05,171.699997,172.649994,171.000000,172.050003,157.260635,693116
2018-01-08,174.100006,174.149994,172.399994,172.750000,157.900452,805948
2018-01-09,173.199997,173.250000,168.850006,169.149994,154.609909,819076
2018-01-10,169.149994,169.149994,167.600006,167.699997,153.284576,781315
2018-01-11,167.899994,168.699997,165.800003,166.399994,152.096298,817213
2018-01-12,167.250000,170.649994,167.000000,168.550003,154.061478,864400
2018-01-15,169.750000,171.550003,169.149994,169.250000,154.701324,621731
2018-01-16,171.000000,171.100006,168.250000,168.500000,154.015778,698077
2018-01-17,168.050003,169.000000,166.500000,167.149994,152.781830,663694
2018-01-18,168.199997,171.399994,167.750000,171.000000,156.300888,934715
2018-01-19,171.000000,182.800003,170.949997,182.800003,167.086563,2755745
2018-01-22,183.149994,184.850006,180.250000,182.800003,167.086563,1121036
2018-01-23,185.000000,187.750000,184.149994,185.500000,169.554489,1284706
2018-01-24,185.199997,188.449997,184.500000,185.050003,169.143158,1076683
2018-01-25,183.699997,185.699997,180.899994,183.100006,167.360794,1062728
2018-01-26,183.399994,184.949997,181.199997,184.500000,168.640427,656724
2018-01-29,184.949997,184.949997,182.750000,184.300003,168.457626,534401
2018-01-30,183.399994,185.949997,183.250000,185.050003,169.143158,924993
2018-01-31,185.149994,187.399994,184.199997,187.300003,171.199753,1207147
2018-02-01,187.800003,188.199997,182.600006,183.750000,167.954895,942051
2018-02-02,182.600006,184.250000,180.050003,180.250000,164.755768,938757
2018-02-05,179.449997,179.649994,177.149994,178.800003,163.430405,904140
2018-02-06,172.199997,176.699997,171.000000,174.600006,159.591446,1675479
2018-02-07,177.899994,184.550003,176.500000,183.800003,168.000610,1468664
2018-02-08,182.850006,182.850006,177.149994,178.600006,163.247589,1160386
2018-02-09,177.500000,179.250000,173.949997,176.850006,161.648010,1153046
2018-02-12,179.899994,181.300003,177.899994,178.149994,162.836258,953287
2018-02-13,177.100006,177.550003,175.300003,175.800003,160.688278,750007
2018-02-14,177.550003,177.899994,173.149994,177.000000,161.785126,883584
2018-02-15,178.100006,179.199997,176.250000,177.300003,162.059341,619375
2018-02-16,177.899994,181.050003,177.500000,180.250000,164.755768,991451
2018-02-19,181.699997,182.649994,179.899994,180.449997,164.938553,450815
2018-02-20,180.600006,183.000000,179.750000,182.750000,167.040878,651393
2018-02-21,181.250000,182.699997,180.050003,180.750000,165.212784,564900
2018-02-22,181.149994,182.350006,179.100006,180.500000,164.984268,862264
2018-02-23,181.750000,182.550003,180.699997,181.800003,166.172531,626223
2018-02-26,182.800003,185.600006,181.250000,181.350006,165.761200,661009
2018-02-27,182.199997,182.850006,181.199997,182.000000,166.355331,474356
2018-02-28,180.750000,185.500000,180.600006,182.600006,166.903748,885265
2018-03-01,181.699997,182.250000,175.899994,176.100006,160.962494,1173749
2018-03-02,175.000000,175.500000,171.600006,172.199997,157.397736,1016662
2018-03-05,171.050003,175.300003,170.850006,174.750000,159.728546,811172
2018-03-06,176.899994,176.949997,173.449997,173.899994,158.951584,578619
2018-03-07,173.350006,175.300003,172.899994,174.600006,159.591446,455056
2018-03-08,178.199997,179.750000,175.199997,175.199997,160.139862,998461
2018-03-09,175.350006,176.149994,173.199997,173.699997,158.768799,920945
2018-03-12,175.000000,175.399994,170.949997,171.600006,156.849304,859407
2018-03-13,171.149994,174.250000,168.250000,169.000000,154.472809,1736907
2018-03-14,182.899994,190.449997,180.199997,187.899994,171.748154,3613861
2018-03-15,191.100006,193.949997,187.600006,193.000000,176.409775,1722781
2018-03-16,193.949997,196.600006,192.800003,194.100006,177.415237,1866982
2018-03-19,194.000000,194.600006,192.000000,192.500000,175.952759,853490
2018-03-20,193.550003,196.399994,193.449997,194.649994,177.917923,999886
2018-03-21,195.000000,198.399994,194.649994,198.149994,181.117081,1026948
2018-03-22,198.699997,200.300003,195.500000,197.000000,180.065948,1398251
2018-03-23,195.649994,198.800003,193.550003,195.600006,178.786285,1209390
2018-03-26,196.449997,197.050003,191.949997,193.000000,176.409775,836698
2018-03-27,198.000000,198.399994,193.649994,194.149994,177.460922,846215
2018-03-28,193.250000,194.550003,189.699997,192.949997,176.364075,834133
2018-03-29,193.350006,197.449997,192.550003,196.649994,179.746002,799827
2018-04-03,195.000000,197.850006,194.399994,195.300003,178.512070,827519
2018-04-04,196.449997,197.800003,193.050003,197.800003,180.797165,1002466
2018-04-05,201.000000,204.399994,199.649994,204.199997,186.647018,1287753
2018-04-06,204.500000,204.800003,202.699997,203.699997,186.190002,721588
2018-04-09,205.000000,205.100006,201.000000,202.600006,185.184570,725282
2018-04-10,204.399994,205.500000,202.699997,205.500000,187.835281,781158
2018-04-11,204.800003,207.100006,203.899994,206.500000,188.749329,672758
2018-04-12,205.399994,210.300003,204.899994,210.300003,192.222672,708327
2018-04-13,210.300003,211.399994,209.399994,210.600006,192.496902,545709
2018-04-16,210.699997,211.800003,210.000000,210.699997,192.588287,471458
2018-04-17,211.000000,214.399994,210.100006,213.199997,194.873367,754601
2018-04-18,214.199997,215.500000,213.699997,213.699997,195.330429,739044
2018-04-19,213.500000,213.699997,209.699997,210.500000,192.405472,574145
2018-04-20,209.500000,212.199997,209.199997,212.199997,193.959351,737378
2018-04-23,212.199997,212.500000,210.000000,211.699997,193.502335,387709
2018-04-24,209.899994,211.199997,203.300003,204.800003,187.195450,1313417
2018-04-25,202.800003,205.399994,201.199997,202.300003,184.910355,995976
2018-04-26,202.000000,203.199997,200.399994,203.100006,185.641602,628515
2018-04-27,204.100006,206.899994,203.100006,204.500000,186.921219,593777
