Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,90.559998,90.739998,89.500000,90.000000,72.309296,533538
2018-01-03,90.599998,91.639999,90.279999,91.080002,73.177017,656674
2018-01-04,91.440002,92.800003,91.440002,92.500000,74.317902,670448
2018-01-05,92.400002,92.940002,92.059998,92.500000,74.317902,592455
2018-01-08,93.000000,94.120003,92.860001,93.419998,75.057060,632648
2018-01-09,93.500000,94.400002,93.500000,94.160004,75.651596,582370
2018-01-10,94.500000,94.500000,93.419998,94.500000,75.924774,573338
2018-01-11,94.500000,96.160004,94.480003,95.500000,76.728218,1051312
2018-01-12,95.580002,95.760002,94.040001,94.800003,76.165802,649897
2018-01-15,94.739998,94.779999,93.459999,93.620003,75.217751,388456
2018-01-16,93.540001,93.779999,91.959999,92.300003,74.157211,658418
2018-01-17,91.559998,93.379997,91.400002,92.220001,74.092934,715352
2018-01-18,91.900002,92.959999,91.699997,92.879997,74.623199,434039
2018-01-19,92.879997,93.559998,92.300003,92.559998,74.366104,652282
2018-01-22,92.180000,92.680000,91.820000,91.919998,73.851891,490849
2018-01-23,92.699997,92.980003,92.160004,92.699997,74.478577,395365
2018-01-24,92.580002,92.860001,90.260002,90.260002,72.518211,790778
2018-01-25,89.220001,90.440002,87.940002,89.260002,71.714767,1134183
2018-01-26,89.260002,90.739998,89.199997,89.919998,72.245033,781730
2018-01-29,89.980003,90.120003,88.720001,88.720001,71.280907,658025
2018-01-30,87.900002,88.500000,87.379997,87.980003,70.686363,775474
2018-01-31,88.199997,88.400002,87.220001,87.279999,70.123955,572307
2018-02-01,87.699997,87.959999,86.419998,87.239998,70.091820,761068
2018-02-02,87.120003,87.220001,85.860001,86.000000,69.095558,686203
2018-02-05,85.239998,86.019997,84.699997,84.699997,68.051086,1031377
2018-02-06,82.059998,84.900002,81.839996,83.699997,67.247650,1523013
2018-02-07,83.519997,84.620003,82.739998,84.139999,67.601173,1098270
2018-02-08,83.879997,84.160004,81.639999,81.980003,65.865746,896959
2018-02-09,82.239998,82.540001,80.760002,81.360001,65.367615,787591
2018-02-12,82.059998,83.400002,81.760002,83.019997,66.701317,1073902
2018-02-13,82.820000,83.300003,82.019997,82.400002,66.203186,741142
2018-02-14,83.120003,83.419998,81.559998,82.879997,66.588837,738901
2018-02-15,83.480003,84.779999,82.820000,83.360001,66.974480,628575
2018-02-16,84.019997,84.300003,83.120003,84.099998,67.569023,596733
2018-02-19,84.300003,84.480003,83.160004,83.519997,67.103027,508296
2018-02-20,83.559998,85.559998,82.980003,83.779999,67.311920,1196550
2018-02-21,83.540001,84.279999,82.940002,83.800003,67.328003,540275
2018-02-22,83.180000,83.220001,81.739998,82.680000,66.428154,761144
2018-02-23,83.059998,83.379997,82.660004,82.800003,66.524559,386734
2018-02-26,83.239998,83.360001,81.940002,82.660004,66.412086,494128
2018-02-27,82.519997,83.080002,82.059998,82.279999,66.106766,454142
2018-02-28,82.019997,83.139999,82.000000,82.739998,66.476357,667276
2018-03-01,82.699997,83.059998,81.879997,82.059998,65.930016,689237
2018-03-02,81.440002,81.599998,79.300003,79.639999,63.985703,739540
2018-03-05,79.320000,81.260002,79.300003,80.959999,65.046234,659108
2018-03-06,82.040001,82.180000,80.940002,81.040001,65.110519,414464
2018-03-07,80.500000,82.019997,80.220001,81.699997,65.640770,508591
2018-03-08,81.419998,81.879997,81.139999,81.800003,65.721123,479884
2018-03-09,81.820000,83.199997,81.800003,82.639999,66.396004,616949
2018-03-12,83.879997,83.959999,82.800003,83.199997,66.845940,507362
2018-03-13,83.099998,83.540001,82.260002,82.540001,66.315674,665298
2018-03-14,82.320000,82.980003,82.019997,82.059998,65.930016,519133
2018-03-15,82.239998,82.599998,81.639999,82.360001,66.171051,448609
2018-03-16,82.900002,83.080002,81.720001,82.279999,66.106766,849878
2018-03-19,82.059998,82.519997,81.599998,82.000000,65.881813,529941
2018-03-20,82.080002,82.360001,81.160004,82.059998,65.930016,397436
2018-03-21,82.099998,82.139999,80.800003,81.660004,65.608650,699608
2018-03-22,80.720001,81.440002,78.440002,79.760002,64.082115,1068607
2018-03-23,78.500000,78.919998,77.940002,78.739998,63.262604,908474
2018-03-26,79.180000,80.019997,77.800003,77.980003,62.651989,751979
2018-03-27,79.199997,79.980003,79.160004,79.839996,64.146393,684719
2018-03-28,79.500000,79.919998,78.639999,79.699997,64.033905,566392
2018-03-29,80.099998,80.400002,79.540001,79.779999,64.098183,677696
