Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,65.080002,65.120003,63.880001,64.360001,57.365520,1483264
2018-01-03,64.879997,65.180000,63.700001,63.840000,56.902035,1253482
2018-01-04,64.199997,65.779999,64.000000,65.419998,58.310322,1414829
2018-01-05,65.839996,67.220001,65.699997,67.059998,59.772079,1682326
2018-01-08,67.500000,67.680000,66.739998,67.220001,59.914707,962646
2018-01-09,67.419998,67.559998,66.739998,67.279999,59.968185,1039993
2018-01-10,67.040001,67.059998,65.379997,65.820000,58.666847,1491962
2018-01-11,66.080002,66.220001,64.760002,65.019997,57.953789,1330910
2018-01-12,65.160004,65.660004,64.919998,65.419998,58.310322,1078908
2018-01-15,65.580002,65.620003,65.120003,65.360001,58.256840,768577
2018-01-16,65.480003,65.820000,65.120003,65.279999,58.185532,1042750
2018-01-17,64.980003,65.540001,64.800003,65.500000,58.381630,1475389
2018-01-18,65.519997,65.639999,64.940002,65.120003,58.042923,1112007
2018-01-19,65.320000,67.199997,65.220001,67.139999,59.843395,2252290
2018-01-22,67.180000,67.360001,66.919998,67.199997,59.896873,1114716
2018-01-23,67.599998,69.199997,67.540001,69.099998,61.590382,2036030
2018-01-24,69.040001,69.080002,68.379997,68.400002,60.966465,1483195
2018-01-25,68.300003,69.279999,68.180000,69.000000,61.501259,1727644
2018-01-26,68.980003,69.660004,68.800003,69.660004,62.089527,1155163
2018-01-29,69.660004,70.099998,69.419998,69.959999,62.356915,1375120
2018-01-30,69.639999,70.779999,69.519997,70.080002,62.463886,2032190
2018-01-31,70.459999,70.639999,69.900002,70.480003,62.820415,1738876
2018-02-01,70.699997,70.699997,67.099998,67.099998,59.807747,2463620
2018-02-02,67.199997,67.680000,66.480003,66.680000,59.433380,1678798
2018-02-05,66.379997,67.000000,65.580002,65.580002,58.452930,1637073
2018-02-06,63.779999,64.699997,63.259998,63.540001,56.634632,3154378
2018-02-07,63.900002,65.279999,63.599998,65.000000,57.935963,2009912
2018-02-08,64.500000,64.779999,62.320000,62.660000,55.850269,2439141
2018-02-09,62.439999,62.919998,61.279999,61.619999,54.923294,2412374
2018-02-12,62.439999,63.439999,62.240002,62.939999,56.099834,1643189
2018-02-13,62.860001,63.020000,62.279999,62.279999,55.511566,975316
2018-02-14,62.840000,63.400002,61.180000,63.240002,56.367241,1763557
2018-02-15,63.799999,64.000000,62.880001,63.080002,56.224625,1259167
2018-02-16,63.480000,64.059998,63.259998,63.939999,56.991161,1642894
2018-02-19,64.300003,64.400002,63.160000,63.180000,56.313755,850763
2018-02-20,63.160000,63.639999,62.820000,63.520000,56.616806,1117502
2018-02-21,63.259998,63.680000,62.779999,63.360001,56.474190,1012376
2018-02-22,62.799999,63.840000,62.240002,63.660000,56.741596,1095860
2018-02-23,63.840000,63.900002,62.980000,63.480000,56.581154,912254
2018-02-26,63.700001,65.160004,63.639999,65.059998,57.989445,1563737
2018-02-27,67.000000,68.000000,66.019997,67.940002,60.556461,2591124
2018-02-28,67.459999,67.980003,66.839996,67.099998,59.807747,1801547
2018-03-01,66.599998,66.779999,64.379997,64.699997,57.668568,1995654
2018-03-02,63.959999,64.320000,62.840000,62.900002,56.064182,1933653
2018-03-05,62.380001,63.299999,62.099998,62.939999,56.099834,1713057
2018-03-06,63.500000,64.500000,62.919998,62.980000,56.135494,1547610
2018-03-07,62.759998,65.199997,62.580002,65.000000,57.935963,1781980
2018-03-08,64.820000,65.839996,64.419998,65.660004,58.524239,1343187
2018-03-09,65.720001,66.440002,65.360001,65.900002,58.738155,1437075
2018-03-12,66.500000,66.500000,65.139999,65.680000,58.542061,720647
2018-03-13,65.540001,66.040001,63.980000,64.279999,57.294212,1562126
2018-03-14,63.799999,64.739998,63.500000,64.059998,57.098118,1223704
2018-03-15,64.419998,64.419998,63.419998,64.059998,57.098118,1261264
2018-03-16,64.059998,64.559998,63.500000,63.919998,56.973335,4015481
