Date,Open,High,Low,Close,Adj Close,Volume
2018-04-12,32.820000,33.150002,32.305000,32.450001,30.215660,849837
2018-04-13,32.540001,32.715000,32.230000,32.529999,30.290150,505986
2018-04-16,32.669998,33.049999,32.349998,32.580002,30.336708,496807
2018-04-17,32.799999,33.330002,32.755001,33.000000,30.727787,728523
2018-04-18,33.220001,33.650002,33.185001,33.299999,31.007128,530239
2018-04-19,33.465000,33.465000,32.680000,33.040001,30.765038,672840
2018-04-20,33.055000,33.240002,32.619999,32.700001,30.448446,487396
2018-04-23,32.950001,33.000000,31.900000,32.020000,29.815268,1011838
2018-04-24,32.119999,32.255001,31.135000,31.540001,29.368319,941859
2018-04-25,31.540001,31.930000,31.100000,31.500000,29.331072,827263
2018-04-26,31.674999,31.840000,31.180000,31.600000,29.424187,778434
2018-04-27,32.180000,32.189999,31.600000,31.684999,29.503332,633999
2018-04-30,31.799999,32.345001,31.725000,32.285000,30.062019,760094
2018-05-02,32.270000,33.330002,32.270000,33.160000,30.876770,480172
2018-05-03,32.360001,33.325001,32.009998,33.080002,30.802280,1091177
2018-05-04,33.150002,33.340000,32.779999,33.340000,31.044378,697162
2018-05-07,33.380001,33.439999,33.000000,33.099998,30.820904,433042
2018-05-08,33.000000,33.314999,32.520000,33.264999,30.974543,798297
2018-05-09,33.285000,33.285000,32.930000,33.000000,30.727787,480417
2018-05-10,33.005001,33.220001,32.820000,33.220001,30.932640,359448
2018-05-11,33.200001,33.820000,33.110001,33.599998,31.286478,500270
2018-05-14,33.724998,33.959999,33.330002,33.959999,31.621687,530188
2018-05-15,33.750000,34.195000,33.435001,34.195000,31.840506,520757
2018-05-16,34.189999,34.235001,33.634998,33.799999,31.472704,470280
2018-05-17,33.799999,33.805000,33.110001,33.465000,31.160772,516500
2018-05-18,33.555000,34.139999,33.369999,34.139999,31.789293,466777
2018-05-21,34.139999,34.139999,34.139999,34.139999,31.789293,0
2018-05-22,34.200001,34.375000,33.889999,34.115002,31.766016,387308
2018-05-23,34.075001,34.099998,33.224998,33.500000,31.193363,636623
2018-05-24,33.619999,33.950001,33.369999,33.424999,31.123524,455488
2018-05-25,33.505001,33.775002,33.195000,33.400002,31.100248,510846
2018-05-28,33.685001,33.889999,33.259998,33.695000,31.374935,204418
2018-05-29,33.680000,33.875000,33.200001,33.775002,31.449427,650686
