1,1480.46401996,5750.16935134,11.59145661,36.68926483,27.91652871,88.36136387,30.0,0.30,1.200,0.20
2,9160.90312115,24215.71681021,39.21549368,87.31006916,59.90964640,133.38389700,30.0,0.30,1.200,0.20
3,8064.29734524,29100.66349961,36.00493059,82.26750463,51.62380130,117.95499236,30.0,0.30,1.200,0.20
4,0.06105449,0.01526679,0.24487642,0.03301564,0.32794705,0.04421570,30.0,0.30,1.200,0.20
5,5349.75898183,18617.90547959,24.49796536,68.91740473,40.27134754,113.29090874,30.0,0.30,1.200,0.20
6,336.96671719,1613.96611323,4.88103092,17.69582590,9.11508069,33.04606824,30.0,0.30,1.200,0.20
7,1501.86906305,4856.99141851,16.38782040,35.11849094,31.92610017,68.41644786,30.0,0.30,1.200,0.20
8,2800.55179067,13181.64244876,16.84377468,50.16810785,26.08389756,77.68922413,30.0,0.30,1.200,0.20
9,0.01892272,0.00570440,0.13598230,0.02077328,0.20832961,0.03182539,30.0,0.30,1.200,0.20
10,292.39683562,1102.63492170,4.67859927,16.44711356,8.61962175,30.30135511,30.0,0.30,1.200,0.20
11,379.29940223,1563.83932626,6.05683283,18.50984004,12.13235816,37.07680480,30.0,0.30,1.200,0.20
12,0.12432622,0.05863611,0.34353681,0.07942722,0.74630569,0.17254915,30.0,0.30,1.200,0.20
13,51.05739383,164.23853284,2.78956346,6.57842911,6.43877900,15.18411460,30.0,0.30,1.200,0.20
14,1299.70128324,4160.83745054,13.23748061,33.53312378,23.40257442,59.28329171,30.0,0.30,1.200,0.20
15,21799.69527223,63668.24538898,70.91445568,129.50225962,161.83046450,295.53087064,30.0,0.30,1.200,0.20
16,27042.92428620,78643.91037330,71.95700460,147.86856926,127.00471647,260.98926462,30.0,0.30,1.200,0.20
17,9002.25138837,26987.81441166,48.93014537,81.29017322,102.99233539,171.10647679,30.0,0.30,1.200,0.20
18,99.25269959,457.36210824,3.15343689,9.45031933,5.20562559,15.60038326,30.0,0.30,1.200,0.20
19,0.34788591,0.03501093,0.58904922,0.03011535,1.07226177,0.05481977,30.0,0.30,1.200,0.20
20,260.52466746,1402.09561832,3.33473229,15.79253710,5.03477757,23.84356666,30.0,0.30,1.200,0.20
21,1778.31091035,5656.32090514,18.90579533,37.69458599,35.45097768,70.68255544,30.0,0.30,1.200,0.20
22,476.03490990,1792.68518075,7.07145504,20.64048046,12.54592875,36.61962013,30.0,0.30,1.200,0.20
23,0.35209202,0.04250545,0.59220991,0.03714083,0.87571681,0.05492115,30.0,0.30,1.200,0.20
24,31684.59648641,97817.22760213,73.83904824,161.96416715,131.26682465,287.93060633,30.0,0.30,1.200,0.20
25,46788.58512187,114031.08376502,115.83077730,182.67954497,374.49304241,590.62211422,30.0,0.30,1.200,0.20
26,904.06402634,3782.30838007,9.59887134,28.49430988,13.06042251,38.76994630,30.0,0.30,1.200,0.20
27,7489.61165887,16534.45952309,44.60725750,74.16066503,69.88436970,116.18448706,30.0,0.30,1.200,0.20
28,0.09503779,0.34239531,0.20632566,0.22905788,0.37464625,0.41592342,30.0,0.30,1.200,0.20
29,440.37391201,2158.72222393,6.23832601,20.03639690,14.03041841,45.06321590,30.0,0.30,1.200,0.20
30,1533.17614191,4669.86312001,17.28037756,35.13637280,40.56213181,82.47540773,30.0,0.30,1.200,0.20
31,4659.77484486,13271.91863362,27.64319256,62.41497216,68.29797748,154.20853993,30.0,0.30,1.200,0.20
32,1192.61449828,4650.79407222,11.21546210,32.66233164,21.71771821,63.24762264,30.0,0.30,1.200,0.20
33,6622.81883178,22730.36136068,35.60378176,73.17916067,79.86118988,164.14477781,30.0,0.30,1.200,0.20
34,342.86398750,1359.32292749,6.47085295,17.34912245,10.16641437,27.25735991,30.0,0.30,1.200,0.20
35,6663.72714809,19058.11525482,34.25241130,74.09790461,84.77199455,183.38642239,30.0,0.30,1.200,0.20
36,7627.16795819,33188.41573816,28.26432725,82.63350267,71.87937352,210.14632155,30.0,0.30,1.200,0.20
37,43332.78726086,231435.46626991,45.00376254,203.24233963,78.20957106,353.20371695,30.0,0.30,1.200,0.20
38,0.15322015,0.36544604,0.32542181,0.21753343,0.60982088,0.40764456,30.0,0.30,1.200,0.20
39,5178.76658890,22543.04248187,21.25577364,68.75288122,42.77741084,138.36571164,30.0,0.30,1.200,0.20
