2.400779880000000048e+02 2.337148590087890625e+02
2.437523960000000045e+02 2.340750274658203125e+02
2.427980039999999917e+02 2.363680877685546875e+02
2.445159299999999973e+02 2.386834106445312500e+02
2.445636440000000107e+02 2.399997406005859375e+02
2.474745330000000081e+02 2.402869415283203125e+02
2.488107149999999876e+02 2.416793212890625000e+02
2.491447300000000098e+02 2.430556030273437500e+02
2.475699769999999944e+02 2.445033111572265625e+02
2.486198119999999960e+02 2.445770721435546875e+02
2.423685299999999927e+02 2.444633178710937500e+02
2.446590879999999970e+02 2.425090179443359375e+02
2.433706510000000094e+02 2.414577178955078125e+02
2.431320499999999925e+02 2.398572540283203125e+02
2.432752079999999921e+02 2.400736083984375000e+02
2.414141390000000058e+02 2.396314849853515625e+02
2.412232669999999928e+02 2.390660247802734375e+02
2.384077910000000031e+02 2.384419097900390625e+02
2.359263610000000142e+02 2.369800415039062500e+02
2.359740909999999872e+02 2.352789459228515625e+02
2.380737609999999904e+02 2.335955810546875000e+02
2.419867859999999951e+02 2.334417572021484375e+02
2.416050109999999904e+02 2.352849273681640625e+02
2.253325959999999952e+02 2.371307220458984375e+02
2.281957859999999982e+02 2.335031280517578125e+02
2.274799800000000118e+02 2.291322631835937500e+02
2.351628420000000119e+02 2.245634460449218750e+02
2.339698490000000106e+02 2.274243011474609375e+02
2.345902250000000038e+02 2.294331054687500000e+02
2.383123469999999884e+02 2.315389251708984375e+02
2.383123469999999884e+02 2.324487915039062500e+02
2.383123469999999884e+02 2.338802795410156250e+02
2.370716400000000021e+02 2.350234985351562500e+02
2.367853240000000028e+02 2.346645965576171875e+02
2.361649630000000002e+02 2.341737518310546875e+02
2.364512939999999901e+02 2.335127563476562500e+02
2.389327240000000074e+02 2.333024291992187500e+02
2.451362919999999974e+02 2.339216003417968750e+02
2.462338259999999934e+02 2.366293334960937500e+02
2.375488279999999861e+02 2.398018798828125000e+02
2.408415070000000071e+02 2.395583038330078125e+02
2.417481840000000091e+02 2.380452728271484375e+02
2.445636440000000107e+02 2.366257476806640625e+02
2.470450739999999996e+02 2.387565307617187500e+02
2.508149109999999951e+02 2.406970825195312500e+02
2.485721130000000016e+02 2.434904479980468750e+02
2.486198119999999960e+02 2.448815460205078125e+02
