7.487419900000000439e+01 7.481265258789062500e+01
7.438951900000000705e+01 7.523693084716796875e+01
7.438951900000000705e+01 7.480762481689453125e+01
7.500991100000000245e+01 7.523238372802734375e+01
7.566908300000000054e+01 7.519935607910156250e+01
7.689049500000000137e+01 7.554551696777343750e+01
7.795680199999999616e+01 7.633793640136718750e+01
7.753028100000000222e+01 7.724256134033203125e+01
7.832516499999999837e+01 7.791987609863281250e+01
7.322627300000000616e+01 7.851544189453125000e+01
7.504869100000000515e+01 7.703233337402343750e+01
7.508746299999999962e+01 7.666398620605468750e+01
7.458339700000000505e+01 7.487513732910156250e+01
7.425380699999999479e+01 7.553897094726562500e+01
7.435073900000000435e+01 7.533491516113281250e+01
7.512624399999999980e+01 7.505934143066406250e+01
7.454461700000000235e+01 7.516372680664062500e+01
7.365280199999999411e+01 7.523061370849609375e+01
7.307117499999999666e+01 7.516738128662109375e+01
7.237323000000000661e+01 7.452084350585937500e+01
7.202425399999999911e+01 7.378088378906250000e+01
7.099671899999999880e+01 7.324971008300781250e+01
7.124875600000000020e+01 7.255770874023437500e+01
6.956205699999999581e+01 7.222015380859375000e+01
6.892226399999999842e+01 7.134370422363281250e+01
6.756514699999999607e+01 7.084696960449218750e+01
6.857328800000000513e+01 6.955281066894531250e+01
6.857328800000000513e+01 6.921868896484375000e+01
6.828248600000000579e+01 6.887677001953125000e+01
6.967837500000000261e+01 6.923642730712890625e+01
6.967837500000000261e+01 6.956346130371093750e+01
6.946511800000000392e+01 6.978933715820312500e+01
6.898043099999999583e+01 7.034153747558593750e+01
6.907737000000000194e+01 7.014822387695312500e+01
6.865084099999999978e+01 6.996009826660156250e+01
6.872839399999999443e+01 6.964869689941406250e+01
6.785595700000000363e+01 6.960588073730468750e+01
6.812738000000000227e+01 6.918719482421875000e+01
6.847635699999999304e+01 6.907873535156250000e+01
6.762331399999999348e+01 6.886360168457031250e+01
6.739065600000000700e+01 6.882670593261718750e+01
6.801106299999999294e+01 6.869744873046875000e+01
6.847635699999999304e+01 6.844091796875000000e+01
6.888349200000000394e+01 6.862940979003906250e+01
6.948450499999999863e+01 6.913708496093750000e+01
6.944572399999999845e+01 6.961741638183593750e+01
6.896104400000000112e+01 6.993749237060546875e+01
