1.447500000000000000e+02 1.459952087402343750e+02
1.448500060000000076e+02 1.460525817871093750e+02
1.445500030000000038e+02 1.454789428710937500e+02
1.430500030000000038e+02 1.448223114013671875e+02
1.443999939999999924e+02 1.443438720703125000e+02
1.450500030000000038e+02 1.440925598144531250e+02
1.471999969999999962e+02 1.441616363525390625e+02
1.475000000000000000e+02 1.454899139404296875e+02
1.498500060000000076e+02 1.465514068603515625e+02
1.481000060000000076e+02 1.481196441650390625e+02
1.484499969999999962e+02 1.485492401123046875e+02
1.493000030000000038e+02 1.489424285888671875e+02
1.496499939999999924e+02 1.486323547363281250e+02
1.478000030000000038e+02 1.491512145996093750e+02
1.471499939999999924e+02 1.490812835693359375e+02
1.491000060000000076e+02 1.484050445556640625e+02
1.490000000000000000e+02 1.480208892822265625e+02
1.468500060000000076e+02 1.484100189208984375e+02
1.469499969999999962e+02 1.485215911865234375e+02
1.485000000000000000e+02 1.477798919677734375e+02
1.450000000000000000e+02 1.474262237548828125e+02
1.451499939999999924e+02 1.470241546630859375e+02
1.448500060000000076e+02 1.464634399414062500e+02
1.426000060000000076e+02 1.451022491455078125e+02
1.433999939999999924e+02 1.444356384277343750e+02
1.414499969999999962e+02 1.437772369384765625e+02
1.402500000000000000e+02 1.426559295654296875e+02
1.396999969999999962e+02 1.419653472900390625e+02
1.395500030000000038e+02 1.406640625000000000e+02
1.387500000000000000e+02 1.399793548583984375e+02
1.380500030000000038e+02 1.394984741210937500e+02
1.390000000000000000e+02 1.389761657714843750e+02
1.381499939999999924e+02 1.386958770751953125e+02
1.377500000000000000e+02 1.385184936523437500e+02
1.388500060000000076e+02 1.384801483154296875e+02
1.388500060000000076e+02 1.383242340087890625e+02
1.377500000000000000e+02 1.385464935302734375e+02
1.395000000000000000e+02 1.386612854003906250e+02
1.407500000000000000e+02 1.387698364257812500e+02
1.404499969999999962e+02 1.392921752929687500e+02
1.427500000000000000e+02 1.402999572753906250e+02
1.440000000000000000e+02 1.413080749511718750e+02
1.441499939999999924e+02 1.423222045898437500e+02
1.453999939999999924e+02 1.436628417968750000e+02
1.461499939999999924e+02 1.445341339111328125e+02
1.476499939999999924e+02 1.452237701416015625e+02
1.466000060000000076e+02 1.463684082031250000e+02
