1.074000020000000006e+02 1.081545867919921875e+02
1.077500000000000000e+02 1.067359008789062500e+02
1.080000000000000000e+02 1.081102752685546875e+02
1.095500030000000038e+02 1.087458419799804688e+02
1.075999979999999994e+02 1.098649063110351562e+02
1.069499969999999962e+02 1.091383819580078125e+02
1.097500000000000000e+02 1.073202972412109375e+02
1.119000020000000006e+02 1.093901596069335938e+02
1.135000000000000000e+02 1.113848876953125000e+02
1.187500000000000000e+02 1.124048843383789062e+02
1.214499969999999962e+02 1.144462432861328125e+02
1.260000000000000000e+02 1.150720977783203125e+02
1.285000000000000000e+02 1.176126022338867188e+02
1.266999969999999962e+02 1.203386993408203125e+02
1.283000030000000038e+02 1.231306152343750000e+02
1.250000000000000000e+02 1.262577819824218750e+02
1.190000000000000000e+02 1.263345108032226562e+02
1.183000030000000038e+02 1.188617019653320312e+02
1.136999969999999962e+02 1.168623199462890625e+02
1.169499969999999962e+02 1.138167266845703125e+02
1.193000030000000038e+02 1.140561447143554688e+02
1.176999969999999962e+02 1.207882995605468750e+02
1.157500000000000000e+02 1.192773666381835938e+02
1.074000020000000006e+02 1.161247940063476562e+02
1.024499969999999962e+02 1.086040420532226562e+02
9.980000300000000379e+01 1.043157730102539062e+02
9.980000300000000379e+01 9.962261962890625000e+01
1.092500000000000000e+02 9.855994415283203125e+01
1.070500030000000038e+02 1.064742660522460938e+02
1.038499979999999994e+02 1.170033264160156250e+02
1.002500000000000000e+02 1.049214706420898438e+02
9.695999899999999627e+01 1.012480010986328125e+02
9.513999900000000309e+01 9.750737762451171875e+01
9.368000000000000682e+01 9.507196044921875000e+01
9.159999799999999937e+01 9.303961944580078125e+01
8.916000400000000070e+01 9.167226409912109375e+01
9.226000200000000007e+01 8.955207824707031250e+01
9.905999799999999311e+01 9.134442901611328125e+01
9.841999800000000675e+01 9.498380279541015625e+01
9.840000200000000063e+01 9.875604248046875000e+01
9.823999799999999993e+01 9.632479858398437500e+01
9.766000400000000070e+01 9.653215789794921875e+01
9.800000000000000000e+01 9.711158752441406250e+01
